triple_id,architecture,p_rare,Ag,R2,ms_diff,excess_kurtosis
4,rare (p=0.02),0.02,0.7398167712301652,0.7328200423243594,0.013657808324174908,-0.02404538549600843
4,very rare (p=0.005),0.005,0.7398167712301652,0.7217439735255392,0.0102015996899449,0.06093085483477689
5,common (p=0.5),0.5,0.8208536607087548,0.8195294677819016,0.02329777840808806,-0.014968904891646706
5,rare (p=0.05),0.05,0.8208536607087548,0.8360632796249821,0.010747649092367704,0.11187242044274492
5,rare (p=0.02),0.02,0.8208536607087548,0.8232635441243947,0.022153057232699065,-0.01930696293415668
5,very rare (p=0.005),0.005,0.8208536607087548,0.8183761177263474,0.021460554410809244,-0.0010012950677927845
6,common (p=0.5),0.5,0.7334822521298021,0.7322808891786085,0.024323378710440872,-0.005543897379940987
6,rare (p=0.05),0.05,0.7334822521298021,0.7414701600400045,0.021040949629901166,0.049733997893068205
6,rare (p=0.02),0.02,0.7334822521298021,0.7335790223195952,0.023444114895110765,-0.03622073901480094
6,very rare (p=0.005),0.005,0.7334822521298021,0.7236754572538548,0.02037087648351946,0.03611488754493086
7,common (p=0.5),0.5,0.8098728357711279,0.8156205081784802,0.015108550957021533,-0.04241082597216306
7,rare (p=0.05),0.05,0.8098728357711279,0.8076948532607765,0.020052155857407664,0.0042267014515479095
7,rare (p=0.02),0.02,0.8098728357711279,0.7985165189967142,0.013239516045457096,-0.0065772151765752795
7,very rare (p=0.005),0.005,0.8098728357711279,0.763601942233033,0.032074375967128615,0.1316189166918954
8,common (p=0.5),0.5,0.6449968264460164,0.6451731550738583,0.005303807441471124,-0.015951522587495104
8,rare (p=0.05),0.05,0.6449968264460164,0.6619415704561685,0.005473775147018578,-0.016575662657594248
8,rare (p=0.02),0.02,0.6449968264460164,0.6522731730572422,0.004525653327178411,0.07310552196076259
8,very rare (p=0.005),0.005,0.6449968264460164,0.6325140812912843,0.011782769142689465,0.1715675518449229
9,common (p=0.5),0.5,0.42284779835659836,0.41789413586897156,0.07379675649620955,0.023684499395617342
9,rare (p=0.05),0.05,0.42284779835659836,0.4436935480098998,0.06818161625174059,-0.0035213670263274377
9,rare (p=0.02),0.02,0.42284779835659836,0.4268321488980598,0.07098409352341653,0.04734951973748047
9,very rare (p=0.005),0.005,0.42284779835659836,0.42901368568396253,0.07032119936133915,-0.017760718303501344
10,common (p=0.5),0.5,0.2884362893318874,0.29649501647680965,0.08129646681163202,-0.04065133764653772
10,rare (p=0.05),0.05,0.2884362893318874,0.2952559353635539,0.08133705562032754,0.029867410533293115
10,rare (p=0.02),0.02,0.2884362893318874,0.3002018272277301,0.08035017995974604,-0.033865618751669824
10,very rare (p=0.005),0.005,0.2884362893318874,0.26704697413183187,0.09208305633560379,-0.01583477014996626
11,common (p=0.5),0.5,0.6625039051755153,0.6713535332514974,0.08058577360978406,-0.012907653882460957
11,rare (p=0.05),0.05,0.6625039051755153,0.674178668908535,0.08005033872391079,0.004785924772266914
11,rare (p=0.02),0.02,0.6625039051755153,0.6654961048573933,0.08169906419450995,0.00718276162349063
11,very rare (p=0.005),0.005,0.6625039051755153,0.6613856522516517,0.08578660647558542,-0.01621127223294494
12,common (p=0.5),0.5,0.23630391931007247,0.24176089442054413,0.012514633765758095,-0.0084619119497501
