generation,sigma2,sigma,b_mag,Vlin,Vquad,Ag
19,2.932188740831039,1.712363495532137,0.9093729344682314,2.424800261676114,0.04298865405928159,0.9825800927359822
20,2.9304055271137104,1.7118427284986522,0.9048374180359595,2.399213124037688,0.042936382766692927,0.9824186100617253
21,2.929166892626484,1.7114809062991279,0.9003245225862656,2.3743365369804748,0.042900093424295474,0.9822524229176886
22,2.9283216788565634,1.7112339637982188,0.8958341352965282,2.350033193763436,0.04287533927430662,0.9820823325746274
23,2.927760751435052,1.7110700603526006,0.8913661439068313,2.32620429710556,0.042858915088217715,0.9819089187373223
24,2.927405283644381,1.7109661842492332,0.8869204367171575,2.3027785567481063,0.042848508473545203,0.9817325997346913
25,2.9271983225919644,1.7109057024254624,0.8824969025845953,2.2797043458399244,0.04284245009892606,0.9815536762601127
26,2.927098710627619,1.7108765912910313,0.8780954309205613,2.2569441026329997,0.042839534308789354,0.9813723631994544
27,2.9270767002625613,1.710870158797143,0.8737159116880344,2.2344703313316185,0.04283889004609983,0.9811888128129639
28,2.9271107886916843,1.7108801210756073,0.8693582353988059,2.212262743532821,0.042839887846376275,0.9810031316312305
29,2.927185431634629,1.7109019351308914,0.8650222931107413,2.19030621403893,0.042842072755870056,0.9808153927756582
30,2.9272893916764415,1.7109323165094643,0.8607079764250578,2.16858931856221,0.04284511591310716,0.9806256449455746
31,2.9274145447221596,1.7109688906354081,0.8564151774836135,2.1471032874331812,0.04284877958325425,0.9804339189753907
32,2.927555017353879,1.7110099407525017,0.8521437889662113,2.1258412568317717,0.04285289189816937,0.9802402326195856
